pid,duration_ms,time_signature,key,tempo,energy,mode,loudness,speechiness,danceability,acousticness,instrumentalness,valence,liveness,artist_followers,genre_other,genre_pop,genre_pop rock,genre_rap,genre_rock,playlist_genre
14,250852.29126213593,3.9611650485436893,5.543689320388349,119.31279611650481,0.7418737864077668,0.7669902912621359,-7.042893203883494,0.04405339805825243,0.5215922330097087,0.0722382650485437,0.0334272459223301,0.5402999999999999,0.1861747572815534,1709155.563106796,0.04854368932038835,0.009708737864077669,0.6990291262135923,0.0970873786407767,0.14563106796116504,genre_pop rock
15,259751.14285714287,3.7142857142857144,3.5714285714285716,117.99328571428569,0.466,0.5714285714285714,-10.450571428571427,0.05577142857142857,0.6691428571428572,0.5291428571428571,0.058546714285714285,0.3541428571428572,0.13775714285714286,221971.85714285713,0.2857142857142857,0.7142857142857143,0.0,0.0,0.0,genre_pop
16,237159.79047619048,3.9714285714285715,5.190476190476191,125.86159047619044,0.6849999999999997,0.6952380952380952,-7.168457142857141,0.049640000000000004,0.5021047619047622,0.17940479904761894,0.18499650961904754,0.4581828571428572,0.19861428571428566,880618.3904761905,0.13333333333333333,0.13333333333333333,0.6,0.01904761904761905,0.11428571428571428,genre_pop rock
17,223129.69620253163,4.012658227848101,4.7594936708860756,124.12749367088608,0.7717088607594937,0.7848101265822784,-5.394189873417721,0.059426582278480994,0.5950126582278479,0.11660349240506328,0.0015738584810126581,0.5758354430379748,0.17427594936708857,4732513.936708861,0.13924050632911392,0.25316455696202533,0.3291139240506329,0.12658227848101267,0.1518987341772152,genre_pop rock
18,234080.70588235295,3.926470588235294,4.970588235294118,125.15072058823529,0.6266470588235292,0.5147058823529411,-6.601735294117644,0.07516176470588233,0.6075882352941177,0.18225426470588238,0.01389957323529412,0.45977941176470605,0.17101470588235293,6038017.94117647,0.07352941176470588,0.22058823529411764,0.08823529411764706,0.4852941176470588,0.1323529411764706,genre_rap
19,254692.98823529412,3.847058823529412,4.976470588235294,114.67712941176471,0.47763411764705893,0.8,-10.121752941176469,0.03766235294117645,0.4939647058823527,0.522763117647059,0.20076898247058825,0.4002623529411764,0.1404458823529412,527129.8941176471,0.21176470588235294,0.15294117647058825,0.47058823529411764,0.011764705882352941,0.15294117647058825,genre_pop rock
20,154681.0,4.0,4.428571428571429,129.84278571428572,0.5417142857142857,0.5714285714285714,-7.946714285714285,0.22953571428571423,0.8445,0.08800171428571431,0.0063242,0.3633,0.11057857142857143,2667221.0,0.0,0.0,0.0,1.0,0.0,genre_rap
21,247282.0,3.933333333333333,5.466666666666667,107.61486666666666,0.46419999999999995,0.8,-9.078800000000001,0.03341333333333333,0.5362666666666666,0.5015000000000001,0.00015336666666666666,0.39993333333333325,0.10828666666666666,2578786.933333333,0.26666666666666666,0.2,0.4,0.0,0.13333333333333333,genre_pop rock
22,216134.69047619047,3.9761904761904763,5.404761904761905,112.97335714285715,0.6308809523809524,0.5476190476190477,-6.045261904761904,0.08080238095238093,0.651,0.1644766666666667,0.010117073095238096,0.43821428571428567,0.17025714285714286,4307435.023809524,0.07142857142857142,0.5,0.09523809523809523,0.3333333333333333,0.0,genre_pop
23,292196.55,3.85,5.8,141.027,0.93385,0.5,-4.3168500000000005,0.079085,0.41419999999999996,0.00156052,0.04004258200000001,0.35539000000000004,0.264405,2574851.45,0.45,0.0,0.0,0.5,0.05,genre_rap
24,241974.85714285713,4.0,5.0,113.80485714285713,0.6297142857142858,0.5714285714285714,-6.516285714285715,0.1245857142857143,0.6222857142857142,0.15267857142857144,7.357142857142858e-06,0.6427142857142858,0.17584285714285716,8820030.57142857,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0,genre_pop rock
25,221153.0975609756,4.0,5.7073170731707314,127.3420731707317,0.7993170731707316,0.5609756097560976,-4.742341463414635,0.10503170731707316,0.7044146341463414,0.11269700000000002,0.11176212853658536,0.517268292682927,0.1977243902439024,1854990.7073170731,0.0975609756097561,0.24390243902439024,0.024390243902439025,0.6341463414634146,0.0,genre_rap
26,247772.8076923077,3.9615384615384617,3.923076923076923,122.15130769230768,0.5505,0.6923076923076923,-7.637269230769231,0.053230769230769234,0.5306923076923076,0.3542431153846154,0.05392392730769231,0.43791538461538465,0.12457692307692309,581687.5,0.15384615384615385,0.2692307692307692,0.38461538461538464,0.0,0.19230769230769232,genre_pop rock
27,241882.41666666666,3.75,4.083333333333333,111.69850000000001,0.5883333333333333,0.6666666666666666,-8.347499999999998,0.05808333333333334,0.5315000000000002,0.19814416666666668,0.12180125000000001,0.38899999999999996,0.18361666666666665,2337220.1666666665,0.08333333333333333,0.08333333333333333,0.5833333333333334,0.16666666666666666,0.08333333333333333,genre_pop rock
28,232480.55555555556,4.012345679012346,5.54320987654321,126.61497530864196,0.669172839506173,0.49382716049382713,-5.88046913580247,0.18436913580246925,0.7059876543209878,0.12466480246913574,0.0021844095061728398,0.47148148148148117,0.21910617283950615,5428273.975308642,0.024691358024691357,0.024691358024691357,0.0,0.9506172839506173,0.0,genre_rap
29,201489.9,4.0,5.675,113.171275,0.6568749999999999,0.65,-6.1069249999999995,0.09695,0.7213999999999999,0.13669422499999997,0.003485522250000001,0.5744749999999998,0.1441,3925924.75,0.15,0.575,0.05,0.225,0.0,genre_pop
30,219510.1464968153,3.859872611464968,4.630573248407643,136.69606369426745,0.7991827388535031,0.8980891719745223,-5.872853503184714,0.06776242038216562,0.3638484076433122,0.1617964969426751,0.24232096070063697,0.41954331210191087,0.23884649681528658,68731.42038216561,0.14012738853503184,0.012738853503184714,0.6560509554140127,0.0,0.1910828025477707,genre_pop rock
31,212310.57731958764,3.9896907216494846,4.731958762886598,117.1364536082474,0.7659896907216492,0.6082474226804123,-5.5917938144329895,0.07187422680412373,0.6747835051546391,0.11436672164948451,0.02765498216494845,0.5270618556701031,0.20416185567010306,3392937.474226804,0.18556701030927836,0.5154639175257731,0.08247422680412371,0.1958762886597938,0.020618556701030927,genre_pop
32,232608.8679245283,3.8962264150943398,5.122641509433962,118.6319150943396,0.48178207547169805,0.7169811320754716,-9.1545,0.0445122641509434,0.5653867924528302,0.5690190981132075,0.12864243603773584,0.4367641509433963,0.21406981132075475,1772408.5188679246,0.3018867924528302,0.27358490566037735,0.3018867924528302,0.02830188679245283,0.09433962264150944,genre_other
33,252650.70588235295,4.0588235294117645,5.235294117647059,110.97964705882353,0.5886470588235294,0.5882352941176471,-9.00329411764706,0.04595882352941176,0.565235294117647,0.4485411764705883,0.010590961764705883,0.6403529411764706,0.19312352941176472,1714088.9411764706,0.7058823529411765,0.11764705882352941,0.11764705882352941,0.0,0.058823529411764705,genre_other
34,226872.4375,3.8875,5.3375,123.39876249999998,0.66425,0.55,-6.115587500000002,0.07993249999999999,0.6296375000000001,0.1996408749999999,0.011914205125000002,0.4325999999999997,0.18556999999999996,2479746.6,0.15,0.45,0.1125,0.275,0.0125,genre_pop
35,217820.38571428572,4.0,5.1,111.61370000000001,0.7271857142857144,0.4714285714285714,-5.4915714285714285,0.06508714285714284,0.6671571428571429,0.08403872857142858,0.0010051108571428574,0.5107671428571429,0.18633428571428567,5511231.314285714,0.11428571428571428,0.7285714285714285,0.04285714285714286,0.1,0.014285714285714285,genre_pop
36,210626.55555555556,4.0,4.777777777777778,124.81400000000001,0.7934444444444444,0.6666666666666666,-6.211666666666666,0.045011111111111106,0.61,0.045470000000000003,0.018649266666666664,0.7471111111111112,0.15462222222222222,346816.1111111111,0.0,0.0,1.0,0.0,0.0,genre_pop rock
37,230925.25,3.9722222222222223,4.986111111111111,118.65634722222224,0.6834166666666666,0.5138888888888888,-6.125236111111112,0.14979583333333327,0.6870555555555555,0.13467116666666662,0.005053011527777778,0.5253305555555554,0.22767638888888891,4288739.486111111,0.08333333333333333,0.25,0.013888888888888888,0.6527777777777778,0.0,genre_rap
38,238428.2641509434,3.943396226415094,5.226415094339623,118.98966037735849,0.6721698113207547,0.5849056603773585,-6.156264150943397,0.0825188679245283,0.6987547169811319,0.12334999999999996,0.0013933690566037735,0.5634905660377357,0.1854358490566038,6238662.886792453,0.018867924528301886,0.37735849056603776,0.07547169811320754,0.5094339622641509,0.018867924528301886,genre_rap
39,217432.1379310345,3.9827586206896552,5.0,129.21753448275865,0.8073793103448275,0.8448275862068966,-4.094155172413794,0.049500000000000016,0.5556379310344827,0.14717620689655173,7.506637931034484e-05,0.5836741379310347,0.17528275862068968,1623741.8103448276,0.2413793103448276,0.20689655172413793,0.0,0.0,0.5517241379310345,genre_rock
40,219679.1294117647,3.976470588235294,4.976470588235294,120.75491764705889,0.6480764705882353,0.5882352941176471,-6.4455882352941165,0.09944588235294118,0.6194117647058826,0.20158600000000002,0.002468971411764706,0.46427882352941185,0.18822588235294127,5970931.352941177,0.11764705882352941,0.6352941176470588,0.023529411764705882,0.2235294117647059,0.0,genre_pop
41,235376.38755980862,3.9425837320574164,5.133971291866029,122.19673205741618,0.6438076555023924,0.8660287081339713,-6.125263157894735,0.042826315789473685,0.5593062200956936,0.2155264114832538,0.0024149090909090917,0.4501138755980866,0.16318086124401915,4125360.153110048,0.3875598086124402,0.19138755980861244,0.1722488038277512,0.05741626794258373,0.19138755980861244,genre_other
42,213665.6582278481,3.9936708860759493,5.0886075949367084,125.06577215189867,0.6909556962025315,0.810126582278481,-6.038734177215189,0.06891139240506329,0.5989810126582278,0.21711029303797458,0.0013667937974683544,0.5541291139240507,0.18296265822784807,4253058.981012658,0.13291139240506328,0.2974683544303797,0.18354430379746836,0.15822784810126583,0.22784810126582278,genre_pop
43,218179.09523809524,3.857142857142857,3.9523809523809526,130.70809523809527,0.7120000000000001,0.7619047619047619,-5.644857142857144,0.03677619047619047,0.567,0.1896147619047619,4.107047619047619e-05,0.5563809523809524,0.16898095238095237,1523130.238095238,0.3333333333333333,0.0,0.047619047619047616,0.0,0.6190476190476191,genre_rock
44,207191.81818181818,3.9696969696969697,4.181818181818182,119.06912121212123,0.6712424242424244,0.6666666666666666,-5.259848484848485,0.05533939393939391,0.601,0.2631706060606061,0.00040091696969696966,0.48518181818181827,0.14383939393939393,5659064.878787879,0.24242424242424243,0.6060606060606061,0.0,0.030303030303030304,0.12121212121212122,genre_pop
45,246727.06578947368,3.960526315789474,5.302631578947368,124.34314473684205,0.7377236842105266,0.7894736842105263,-6.16503947368421,0.051140789473684216,0.49955263157894736,0.1168123539473684,0.0026174749999999997,0.504986842105263,0.197675,2994938.6447368423,0.013157894736842105,0.10526315789473684,0.47368421052631576,0.14473684210526316,0.2631578947368421,genre_pop rock
46,247690.45454545456,4.0,5.636363636363637,113.79690909090908,0.8443636363636362,0.6363636363636364,-5.072272727272727,0.11898181818181817,0.5952727272727273,0.13152336363636363,1.720909090909091e-05,0.5224545454545454,0.3856363636363636,296391.2727272727,0.09090909090909091,0.0,0.09090909090909091,0.18181818181818182,0.6363636363636364,genre_rock
47,257155.86666666667,3.933333333333333,6.0,118.40346666666667,0.58224,0.6666666666666666,-7.689533333333333,0.040453333333333334,0.5306,0.3305753933333334,0.19855850666666666,0.4641666666666667,0.1666,1164119.2,0.4666666666666667,0.2,0.2,0.0,0.13333333333333333,genre_other
48,223850.0625,3.90625,5.5625,127.08009374999999,0.783375,0.9375,-4.67334375,0.04421562499999999,0.5581249999999999,0.185185625,5.03521875e-05,0.6134999999999998,0.21403750000000005,2503621.40625,0.75,0.03125,0.03125,0.0,0.1875,genre_other
49,335467.6666666667,3.7333333333333334,4.511111111111111,110.50215555555555,0.6352222222222221,0.6666666666666666,-7.842022222222223,0.09471111111111111,0.4552888888888888,0.32497888888888876,1.0146444444444444e-05,0.36331777777777785,0.4066555555555556,213897.02222222224,0.9111111111111111,0.08888888888888889,0.0,0.0,0.0,genre_other
50,214145.30909090908,3.963636363636364,5.7272727272727275,126.9406181818182,0.7708181818181817,0.6909090909090909,-5.248781818181819,0.057467272727272714,0.6219636363636365,0.13302269090909097,0.0006123518181818182,0.6524363636363636,0.1609854545454545,4820211.127272727,0.41818181818181815,0.18181818181818182,0.0,0.16363636363636364,0.23636363636363636,genre_other
51,237655.33333333334,3.888888888888889,5.277777777777778,124.54714814814812,0.5947407407407407,0.7777777777777778,-6.472759259259259,0.05700555555555556,0.5389444444444446,0.28807962962962963,0.04488115444444444,0.3458518518518519,0.16370740740740738,6534634.722222222,0.12962962962962962,0.6296296296296297,0.09259259259259259,0.09259259259259259,0.05555555555555555,genre_pop
52,176477.4,3.8,4.6,124.92966666666666,0.33493333333333325,0.9333333333333333,-12.380400000000002,0.044640000000000006,0.5338,0.6536000000000002,0.023749348000000003,0.5841333333333334,0.20615333333333336,1048224.6666666666,0.7333333333333333,0.13333333333333333,0.13333333333333333,0.0,0.0,genre_other
53,240226.40952380953,4.019047619047619,5.038095238095238,123.99293333333335,0.7240190476190478,0.580952380952381,-5.293104761904763,0.20492761904761903,0.7332476190476196,0.09443973523809523,0.0004907238095238095,0.5602742857142855,0.2318609523809524,3705556.6380952382,0.047619047619047616,0.009523809523809525,0.0,0.9428571428571428,0.0,genre_rap
54,237184.0,4.2,8.2,131.0686,0.525,0.6,-10.708,0.0475,0.5997999999999999,0.46015999999999996,0.19090498,0.6210000000000001,0.1641,1333923.0,0.6,0.2,0.0,0.0,0.2,genre_other
55,225129.98013245032,3.9735099337748343,4.76158940397351,128.6300397350994,0.7436887417218538,0.9139072847682119,-5.128284768211921,0.04138079470198675,0.5552317880794703,0.1679692913907285,0.0008940324503311259,0.5561854304635763,0.17010066225165554,2009278.6953642385,0.3973509933774834,0.08609271523178808,0.09271523178807947,0.0,0.423841059602649,genre_rock
56,265092.84210526315,3.8421052631578947,4.631578947368421,108.52715789473685,0.4874210526315789,0.3684210526315789,-8.698894736842105,0.18012105263157896,0.6731578947368422,0.2546036842105263,0.007138362105263158,0.5376842105263159,0.24746315789473686,607228.2631578947,0.42105263157894735,0.47368421052631576,0.0,0.10526315789473684,0.0,genre_pop
57,241742.57894736843,3.8947368421052633,5.052631578947368,119.46678947368424,0.5243157894736842,0.7894736842105263,-7.396736842105263,0.04797894736842105,0.49399999999999994,0.42508421052631584,0.020383674736842106,0.3273526315789474,0.14143684210526314,1165959.0,0.10526315789473684,0.47368421052631576,0.3157894736842105,0.05263157894736842,0.05263157894736842,genre_pop
58,201057.3947368421,4.052631578947368,4.815789473684211,129.6165,0.7457631578947368,0.5526315789473685,-5.261763157894737,0.27698947368421045,0.6772631578947369,0.1019792105263158,4.342105263157895e-07,0.5365526315789474,0.19124210526315788,1889275.2105263157,0.0,0.0,0.0,1.0,0.0,genre_rap
59,214581.91176470587,3.911764705882353,5.213235294117647,127.32959558823525,0.7240955882352943,0.7573529411764706,-5.344860294117645,0.0730485294117647,0.5960294117647055,0.15113962499999997,0.00116431875,0.5550360294117647,0.1801588235294118,4271643.375,0.051470588235294115,0.6397058823529411,0.09558823529411764,0.19852941176470587,0.014705882352941176,genre_pop
60,247447.12121212122,3.9393939393939394,5.242424242424242,116.85896969696968,0.6788484848484849,0.5454545454545454,-6.957363636363637,0.09217424242424245,0.5970454545454545,0.19168278651515153,0.09263283590909087,0.5350106060606061,0.17532727272727275,2958334.696969697,0.15151515151515152,0.18181818181818182,0.25757575757575757,0.2878787878787879,0.12121212121212122,genre_rap
61,222412.3076923077,4.0,5.153846153846154,125.40184615384615,0.8202307692307692,0.9230769230769231,-5.0209230769230775,0.04091538461538462,0.5656923076923077,0.12509307692307695,4.607846153846154e-05,0.6859230769230769,0.2634538461538462,1820264.3846153845,0.0,0.0,0.07692307692307693,0.0,0.9230769230769231,genre_rock
62,244919.9090909091,4.0,5.151515151515151,130.9976363636364,0.7320606060606061,0.6363636363636364,-5.340939393939394,0.2164878787878788,0.7092727272727273,0.08268139393939393,0.0006975327272727272,0.44583939393939387,0.2549060606060606,10325990.727272727,0.030303030303030304,0.0,0.030303030303030304,0.9393939393939394,0.0,genre_rap
63,223950.73684210525,3.973684210526316,5.526315789473684,125.83984210526314,0.618421052631579,0.7894736842105263,-9.435499999999998,0.0448578947368421,0.5810789473684211,0.29996921052631587,0.005200156578947369,0.733,0.2402578947368421,749471.3684210526,0.2894736842105263,0.0,0.3157894736842105,0.0,0.39473684210526316,genre_rock
64,206883.54285714286,3.942857142857143,5.038095238095238,130.17779047619047,0.7630666666666669,0.7714285714285715,-5.191038095238095,0.07651428571428572,0.5787142857142857,0.1288034285714286,0.0009678507619047619,0.5507333333333333,0.20560761904761918,4966562.780952381,0.06666666666666667,0.6571428571428571,0.047619047619047616,0.1619047619047619,0.06666666666666667,genre_pop
65,209518.007518797,3.917293233082707,5.142857142857143,125.50087218045117,0.6960082706766917,0.6240601503759399,-7.2074436090225555,0.09494736842105261,0.6150526315789476,0.23764049759398498,0.06964967090225564,0.6178969924812028,0.18055263157894733,2191098.4586466164,0.48872180451127817,0.18796992481203006,0.14285714285714285,0.07518796992481203,0.10526315789473684,genre_other
66,216965.8148148148,3.9876543209876543,5.395061728395062,117.09953086419755,0.7054691358024692,0.5432098765432098,-5.938271604938272,0.08446913580246915,0.62779012345679,0.1156453827160494,0.012235446049382715,0.4101074074074075,0.1720530864197531,950523.1481481482,0.3333333333333333,0.37037037037037035,0.09876543209876543,0.18518518518518517,0.012345679012345678,genre_pop
67,209558.875,4.0,4.375,123.961125,0.40462500000000007,0.75,-9.6275,0.0733125,0.6472500000000001,0.5332500000000001,0.1065104625,0.3407125,0.1377875,195168.75,0.625,0.0,0.0,0.375,0.0,genre_other
68,233859.0,3.9827586206896552,5.132183908045977,116.20262068965525,0.5473448275862066,0.47126436781609193,-8.011431034482754,0.19249712643678166,0.6392068965517237,0.2753292528735631,0.006400230919540229,0.36506149425287365,0.17914827586206908,6005706.902298851,0.005747126436781609,0.028735632183908046,0.0,0.9655172413793104,0.0,genre_rap
69,236423.72222222222,3.8333333333333335,4.5,122.82344444444445,0.3720833333333334,0.8333333333333334,-9.612555555555556,0.033072222222222225,0.4723888888888888,0.5954922222222223,0.06781475222222222,0.2848333333333333,0.14442777777777782,758803.2777777778,0.16666666666666666,0.2777777777777778,0.5,0.0,0.05555555555555555,genre_pop rock
70,229188.3918918919,3.9594594594594597,5.445945945945946,123.9141621621622,0.6969013513513512,0.7567567567567568,-6.807297297297296,0.04792297297297298,0.5073648648648652,0.19113358391891888,0.20203962810810808,0.39849864864864876,0.1983837837837837,914445.8378378379,0.22972972972972974,0.21621621621621623,0.4864864864864865,0.0,0.06756756756756757,genre_pop rock
71,223844.84615384616,4.076923076923077,5.846153846153846,115.22138461538458,0.7283076923076922,0.34615384615384615,-5.548423076923077,0.08650000000000002,0.6668076923076924,0.11829915384615385,0.013351657692307693,0.5101153846153845,0.18916923076923078,5015762.692307692,0.11538461538461539,0.46153846153846156,0.07692307692307693,0.34615384615384615,0.0,genre_pop
72,223603.6192893401,3.954314720812183,5.604060913705584,122.61644162436549,0.7140913705583752,0.5685279187817259,-6.123040609137055,0.07214010152284263,0.7111116751269039,0.2315514060913705,0.01094913243654822,0.7302639593908627,0.19398020304568536,1933170.609137056,0.34517766497461927,0.4213197969543147,0.09644670050761421,0.116751269035533,0.02030456852791878,genre_pop
73,222699.23529411765,3.9705882352941178,4.0588235294117645,111.05635294117646,0.6182058823529412,0.5,-5.958500000000001,0.08594411764705882,0.6577941176470586,0.23378647058823523,9.767647058823531e-06,0.4810588235294118,0.16141470588235296,5707725.911764706,0.23529411764705882,0.5294117647058824,0.029411764705882353,0.17647058823529413,0.029411764705882353,genre_pop
74,284126.8,3.6,5.8,150.6178,0.6904,0.8,-5.8068,0.03648,0.4394,0.178263,2.5200000000000004e-06,0.23032,0.40202,461137.4,0.6,0.0,0.0,0.0,0.4,genre_other
75,241922.14285714287,3.9285714285714284,6.428571428571429,127.75042857142856,0.7968571428571428,0.35714285714285715,-5.332142857142856,0.08977142857142854,0.5838571428571429,0.06461882857142856,0.08216024285714285,0.48096428571428573,0.35706428571428567,809260.7857142857,0.42857142857142855,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.14285714285714285,genre_other
76,217656.46875,4.0,4.375,112.49928124999998,0.73775,0.65625,-5.191656249999999,0.087178125,0.64428125,0.148374375,0.02747331875,0.5217812500000002,0.2255375,3794334.375,0.21875,0.4375,0.28125,0.0625,0.0,genre_pop
77,270106.5833333333,3.9583333333333335,5.708333333333333,129.885875,0.7235833333333334,0.5833333333333334,-6.725124999999999,0.16617916666666663,0.5897500000000001,0.12993988333333334,0.09028942083333336,0.38872083333333335,0.32394999999999996,3094914.875,0.125,0.2916666666666667,0.0,0.20833333333333334,0.375,genre_rock
78,321316.8125,3.625,4.25,113.85556249999999,0.39611875,0.5625,-11.6029375,0.0945,0.355625,0.5714812499999999,0.47675107125,0.14796874999999998,0.15028125000000003,292528.375,0.6875,0.25,0.0,0.0625,0.0,genre_other
79,254040.5625,4.0,6.9375,108.01,0.6859375,0.4375,-10.974437500000002,0.23370625,0.78075,0.091120625,0.023573883125,0.7234375000000001,0.2139125,402435.125,0.1875,0.0,0.0,0.8125,0.0,genre_rap
80,244655.66666666666,3.9696969696969697,5.833333333333333,117.55537878787875,0.5109651515151514,0.7878787878787878,-7.322348484848484,0.0591318181818182,0.584590909090909,0.42170454545454533,0.0009926606060606065,0.38768636363636366,0.15554848484848482,3416850.6818181816,0.0,0.7878787878787878,0.030303030303030304,0.18181818181818182,0.0,genre_pop
81,252822.734375,4.046875,5.53125,116.66362500000001,0.692546875,0.609375,-5.8131562500000005,0.20162187499999995,0.6887499999999999,0.11560221875,0.033546049375000005,0.48774062500000015,0.20073749999999993,10100729.25,0.03125,0.0,0.0,0.96875,0.0,genre_rap
82,352121.44,3.72,6.4,121.86743999999999,0.5700399999999999,0.72,-10.511880000000001,0.079212,0.45216000000000006,0.505458,0.12916815559999997,0.46014799999999995,0.379844,111631.36,1.0,0.0,0.0,0.0,0.0,genre_other
83,227739.63768115942,3.9855072463768115,5.057971014492754,118.9248695652174,0.6130144927536232,0.855072463768116,-8.652260869565216,0.0906695652173913,0.6495217391304352,0.24006273913043474,0.004146635507246378,0.6359565217391303,0.20705362318840578,1935861.2318840579,0.7101449275362319,0.0,0.17391304347826086,0.0,0.11594202898550725,genre_other
84,268093.0,3.9743589743589745,4.794871794871795,124.36687179487177,0.7540512820512822,0.5384615384615384,-5.5145384615384625,0.22632820512820515,0.6666666666666666,0.12345897435897439,0.014956042051282053,0.4731666666666668,0.26577179487179486,5812098.179487179,0.10256410256410256,0.0,0.0,0.8461538461538461,0.05128205128205128,genre_rap
85,250348.34722222222,3.9166666666666665,4.708333333333333,119.37776388888886,0.702513888888889,0.5972222222222222,-5.98873611111111,0.0973916666666667,0.5889583333333335,0.19413516666666675,0.06300326541666666,0.48885833333333356,0.18023472222222225,8809507.097222222,0.1527777777777778,0.4166666666666667,0.027777777777777776,0.3194444444444444,0.08333333333333333,genre_pop
86,249817.7857142857,3.9285714285714284,4.309523809523809,122.73026190476193,0.5861190476190475,0.5476190476190477,-8.181928571428573,0.15341190476190472,0.6541904761904759,0.19988642857142858,0.017035838809523807,0.5943571428571427,0.1460904761904762,2983127.261904762,0.2857142857142857,0.30952380952380953,0.0,0.40476190476190477,0.0,genre_rap
